gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,28,Yes,Yes,Fiber optic,One year,No,Electronic check,107.8,3018.4,Yes
Female,0,No,No,1,Yes,No phone service,DSL,Month-to-month,Yes,Mailed check,115.31,165.51,Yes
Female,0,No,Yes,49,No,Yes,DSL,Month-to-month,Yes,Electronic check,76.67,3756.83,No
Female,1,No,No,64,Yes,No,DSL,One year,Yes,Credit card (automatic),94.89,6087.38,No
Male,0,No,No,19,Yes,No phone service,DSL,Two year,No,Credit card (automatic),70.3,1335.7,No
Male,0,Yes,Yes,51,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),47.19,2412.2,No
Female,0,Yes,No,36,Yes,No phone service,Fiber optic,Two year,No,Electronic check,104.93,3796.03,Yes
Female,0,No,No,71,No,No phone service,DSL,Month-to-month,No,Mailed check,78.88,5686.69,Yes
Female,0,No,No,26,Yes,No,DSL,One year,Yes,Electronic check,77.1,2004.6,No
Male,0,No,Yes,46,Yes,No,No,Month-to-month,Yes,Electronic check,85.23,3937.45,Yes
Female,1,Yes,No,5,No,Yes,Fiber optic,Month-to-month,No,Electronic check,105.31,587.06,Yes
Female,0,Yes,No,59,Yes,No,No,Two year,Yes,Electronic check,92.65,5468.48,No
Female,0,Yes,No,44,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,39.53,1793.63,No
Male,0,Yes,No,43,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),65.62,2946.57,Yes
Male,1,Yes,Yes,17,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),117.99,2007.31,Yes
Male,0,No,Yes,64,Yes,No,Fiber optic,Month-to-month,No,Mailed check,74.57,4838.66,Yes
Male,0,Yes,No,24,Yes,Yes,DSL,Two year,Yes,Mailed check,113.7,2754.54,No
Male,0,Yes,Yes,26,Yes,No,DSL,Two year,Yes,Credit card (automatic),100.96,2667.83,No
Male,0,No,No,6,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.93,550.83,Yes
Male,0,Yes,No,43,Yes,Yes,Fiber optic,One year,No,Mailed check,53.64,2359.84,Yes
Male,0,Yes,No,28,Yes,No,No,One year,No,Credit card (automatic),49.04,1423.13,No
Female,0,Yes,No,43,Yes,Yes,DSL,Two year,No,Bank transfer (automatic),83.63,3596.09,No
Female,1,No,No,35,Yes,No,DSL,Two year,No,Bank transfer (automatic),62.12,2174.2,No
Male,0,Yes,Yes,18,Yes,No,Fiber optic,One year,Yes,Electronic check,99.47,1811.73,Yes
Male,1,No,No,5,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,95.57,477.85,Yes
Female,0,No,No,24,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),49.84,1227.09,Yes
Male,0,Yes,No,30,Yes,No,No,Month-to-month,No,Mailed check,89.68,2727.69,No
Male,0,Yes,Yes,8,Yes,Yes,DSL,One year,No,Credit card (automatic),68.44,547.52,No
Male,0,Yes,No,36,Yes,Yes,Fiber optic,One year,No,Mailed check,50.98,1837.49,No
Female,0,Yes,Yes,26,Yes,No,DSL,One year,No,Bank transfer (automatic),60.12,1608.71,No
Female,0,No,Yes,12,No,Yes,DSL,One year,Yes,Credit card (automatic),109.33,1349.32,No
Female,0,Yes,Yes,40,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),54.67,2233.14,No
Female,0,No,No,65,Yes,Yes,Fiber optic,One year,Yes,Electronic check,47.31,3114.0,No
Female,0,No,Yes,23,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),53.88,1244.56,No
Male,0,No,Yes,43,Yes,No phone service,DSL,Month-to-month,Yes,Bank transfer (automatic),39.89,1715.27,No
Female,1,No,Yes,59,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,73.55,4360.57,No
Male,0,No,Yes,8,No,No,Fiber optic,Two year,Yes,Bank transfer (automatic),33.04,336.99,No
Male,0,Yes,No,1,Yes,No,DSL,Month-to-month,No,Bank transfer (automatic),101.38,114.59,Yes
Female,0,No,Yes,55,No,No,DSL,Two year,Yes,Electronic check,41.01,2320.81,No
Female,0,No,Yes,29,Yes,No,DSL,Month-to-month,No,Electronic check,79.0,2291.0,No
Male,0,Yes,No,21,No,No,No,Month-to-month,Yes,Mailed check,30.75,661.83,Yes
Male,0,Yes,No,12,Yes,No,No,Two year,Yes,Bank transfer (automatic),117.8,1417.73,No
Male,0,No,No,70,Yes,No,Fiber optic,One year,No,Mailed check,64.37,4505.9,No
Female,0,No,No,15,Yes,No,No,Month-to-month,Yes,Credit card (automatic),101.86,1527.9,No
Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),96.4,4264.67,No
Female,0,No,No,64,Yes,No phone service,DSL,Two year,Yes,Mailed check,90.8,5816.56,No
Female,1,Yes,Yes,10,Yes,No,DSL,Month-to-month,Yes,Electronic check,102.39,1063.42,Yes
Female,0,Yes,No,69,Yes,Yes,No,One year,Yes,Credit card (automatic),28.25,1949.25,No
Male,0,No,No,19,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,87.21,1710.46,Yes
Female,0,Yes,Yes,62,Yes,Yes,No,Month-to-month,Yes,Mailed check,45.11,2850.66,No
Male,0,No,No,11,Yes,Yes,No,Month-to-month,No,Electronic check,98.16,1079.76,Yes
Male,1,No,No,61,No,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),115.6,7122.0,Yes
Male,0,No,No,41,Yes,Yes,DSL,One year,Yes,Credit card (automatic),109.95,4597.47,No
Female,0,Yes,No,68,Yes,No,DSL,Month-to-month,Yes,Electronic check,29.73,2021.64,No
Female,1,No,No,57,Yes,Yes,DSL,Two year,Yes,Electronic check,55.69,3179.71,No
Female,0,Yes,Yes,4,Yes,Yes,DSL,Two year,No,Bank transfer (automatic),55.16,230.55,No
Male,0,No,Yes,26,No,Yes,Fiber optic,Two year,No,Electronic check,30.47,792.22,No
Male,0,No,No,27,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,28.01,756.27,No
Male,0,Yes,No,25,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,57.26,1501.71,Yes
Male,0,No,No,48,Yes,No,Fiber optic,Two year,Yes,Mailed check,119.19,5721.12,Yes
Male,1,No,No,20,Yes,No phone service,Fiber optic,Month-to-month,No,Credit card (automatic),76.03,1612.03,Yes
Male,1,Yes,No,0,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,81.42,18.43,Yes
Female,0,Yes,No,57,No,No,Fiber optic,Two year,No,Credit card (automatic),66.04,3764.28,No
Female,0,Yes,No,54,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),85.56,4622.5,No
Female,0,No,No,25,Yes,Yes,No,Month-to-month,No,Electronic check,115.58,2889.5,Yes
Female,1,Yes,No,24,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,78.05,1894.61,Yes
Male,0,Yes,No,32,Yes,No,DSL,Two year,Yes,Mailed check,24.63,788.16,No
Male,0,No,No,71,No,Yes,No,Month-to-month,No,Credit card (automatic),68.27,4847.17,No
Female,0,Yes,Yes,68,Yes,No,Fiber optic,Two year,No,Credit card (automatic),119.26,8109.68,No
Male,0,No,No,5,Yes,Yes,Fiber optic,One year,No,Electronic check,57.52,287.6,Yes
Female,0,No,No,22,Yes,Yes,DSL,Month-to-month,No,Credit card (automatic),78.58,1739.02,Yes
Female,0,Yes,No,29,Yes,No phone service,No,Month-to-month,No,Bank transfer (automatic),28.88,837.52,No
Female,0,No,No,53,Yes,No,No,Month-to-month,Yes,Electronic check,32.4,1771.26,No
Male,0,Yes,No,10,Yes,No,Fiber optic,One year,No,Mailed check,107.22,1086.1,Yes
Female,0,Yes,Yes,30,Yes,No,DSL,Month-to-month,No,Bank transfer (automatic),48.64,1459.2,No
Female,0,Yes,No,5,No,No,No,Two year,Yes,Bank transfer (automatic),49.16,245.8,No
Female,1,Yes,No,10,Yes,No,No,Month-to-month,No,Mailed check,57.5,616.85,Yes
Male,0,No,No,11,Yes,No phone service,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),116.58,1350.86,Yes
Male,0,No,Yes,65,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),26.61,1809.0,Yes
Female,0,Yes,No,52,Yes,No,No,Two year,No,Bank transfer (automatic),101.51,5368.53,No
Male,0,Yes,No,35,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),52.84,1849.4,No
Male,0,No,No,16,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),104.65,1674.4,Yes
Male,1,Yes,No,27,No,No,Fiber optic,Two year,Yes,Bank transfer (automatic),119.16,3217.32,Yes
Male,0,No,No,21,No,No phone service,DSL,One year,Yes,Electronic check,53.56,1179.31,No
Male,0,Yes,No,6,Yes,No,Fiber optic,One year,Yes,Mailed check,31.19,187.14,No
Male,0,No,No,14,Yes,Yes,Fiber optic,One year,No,Credit card (automatic),32.73,521.36,No
Male,1,No,No,10,Yes,No,DSL,One year,No,Credit card (automatic),95.39,953.9,Yes
Male,0,No,Yes,23,Yes,No,Fiber optic,Month-to-month,No,Mailed check,32.78,753.94,No
Male,0,Yes,No,66,Yes,No,No,Month-to-month,Yes,Credit card (automatic),44.56,2940.96,No
Male,0,Yes,No,29,Yes,Yes,DSL,Two year,No,Credit card (automatic),38.85,1188.57,No
Female,0,Yes,No,69,Yes,No,Fiber optic,Month-to-month,No,Credit card (automatic),54.28,3780.36,No
Female,0,Yes,No,65,Yes,Yes,Fiber optic,One year,Yes,Electronic check,25.59,1663.35,No
Male,1,Yes,Yes,60,Yes,No,Fiber optic,Month-to-month,No,Electronic check,105.39,6323.4,No
Female,0,No,Yes,40,Yes,Yes,DSL,Month-to-month,No,Credit card (automatic),105.73,4277.17,No
Female,0,No,No,50,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,60.12,3061.68,No
Male,0,No,Yes,43,No,No,DSL,Month-to-month,Yes,Mailed check,80.43,3479.17,Yes
Male,1,No,No,12,No,Yes,No,One year,No,Electronic check,83.48,1010.8,Yes
Male,0,No,No,11,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.42,1038.62,Yes
Female,0,No,No,8,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),71.11,622.39,Yes
Female,0,No,Yes,47,Yes,Yes,Fiber optic,Two year,Yes,Electronic check,70.05,3292.35,No
Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),82.39,3954.72,No
Male,0,No,No,52,Yes,No phone service,Fiber optic,Two year,No,Electronic check,89.71,4675.3,No
Male,0,Yes,No,55,Yes,No,Fiber optic,Two year,Yes,Bank transfer (automatic),53.36,2934.8,No
Female,1,No,No,39,Yes,No,Fiber optic,Two year,No,Bank transfer (automatic),51.7,2052.48,Yes
Female,0,No,No,23,Yes,No phone service,DSL,Two year,Yes,Mailed check,45.51,1070.96,No
Female,0,Yes,No,71,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,73.98,5337.97,No
Female,0,No,No,32,No,Yes,Fiber optic,Two year,Yes,Credit card (automatic),54.74,1771.91,Yes
Male,0,Yes,No,22,Yes,Yes,No,Two year,Yes,Electronic check,73.11,1661.41,No
Male,0,No,No,53,Yes,No,DSL,Two year,Yes,Bank transfer (automatic),59.41,3148.73,No
Male,0,Yes,Yes,52,Yes,No,DSL,Month-to-month,No,Bank transfer (automatic),103.35,5409.78,No
Male,0,No,Yes,48,Yes,Yes,DSL,Two year,No,Mailed check,25.46,1222.08,No
Female,0,Yes,No,48,Yes,Yes,No,Two year,No,Mailed check,76.37,3665.76,No
Female,0,Yes,No,59,Yes,No,No,Two year,Yes,Electronic check,76.71,4525.89,No
Male,0,No,Yes,64,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),57.14,3734.08,No
Male,0,No,Yes,31,Yes,No,No,Month-to-month,No,Mailed check,60.94,1889.14,No
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Two year,Yes,Electronic check,99.61,1992.2,No
Male,0,No,Yes,17,Yes,No phone service,No,Month-to-month,Yes,Electronic check,46.63,826.61,No
Female,0,Yes,No,59,Yes,No,DSL,Month-to-month,Yes,Electronic check,106.88,6305.92,No
Male,0,No,No,12,Yes,No,DSL,Two year,Yes,Mailed check,109.43,1313.16,Yes
Male,0,Yes,No,23,Yes,No phone service,Fiber optic,Month-to-month,No,Mailed check,84.36,2085.39,No
Male,0,No,No,29,Yes,No phone service,Fiber optic,Month-to-month,Yes,Mailed check,96.83,2808.07,Yes
Male,0,Yes,No,1,Yes,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),80.52,173.78,Yes
Male,0,No,No,24,Yes,Yes,DSL,Month-to-month,Yes,Credit card (automatic),71.58,1717.92,Yes
Male,1,Yes,No,49,No,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),116.6,5744.7,Yes
Male,0,Yes,No,13,No,No,DSL,Month-to-month,Yes,Mailed check,46.83,608.79,No
Female,0,No,No,5,Yes,No,DSL,Month-to-month,No,Mailed check,33.72,205.42,Yes
Female,0,No,Yes,29,Yes,No phone service,No,One year,Yes,Credit card (automatic),47.32,1372.28,No
Female,0,Yes,Yes,29,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.69,2340.01,No
Female,0,Yes,Yes,37,No,No,No,Month-to-month,Yes,Bank transfer (automatic),36.89,1403.28,No
Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),110.7,6309.9,No
Male,0,Yes,No,40,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),59.92,2396.8,Yes
Male,0,No,No,56,Yes,No phone service,Fiber optic,Two year,No,Credit card (automatic),104.7,5863.2,No
Female,0,Yes,No,35,Yes,No,DSL,Two year,Yes,Electronic check,43.42,1519.7,No
Male,0,Yes,No,63,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,49.94,3146.22,No
Female,1,Yes,No,15,No,No,DSL,Month-to-month,Yes,Bank transfer (automatic),24.04,360.6,No
Female,0,No,No,71,Yes,No,No,One year,No,Mailed check,44.29,3144.59,No
Male,0,Yes,No,13,Yes,Yes,DSL,Two year,Yes,Bank transfer (automatic),68.01,884.13,No
Male,0,No,Yes,30,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),114.51,3502.31,No
Male,1,No,Yes,65,Yes,No phone service,Fiber optic,One year,Yes,Electronic check,57.67,3796.4,No
Female,0,No,No,67,Yes,No,Fiber optic,One year,Yes,Mailed check,83.25,5691.01,No
Male,0,No,No,64,Yes,No,DSL,Two year,No,Electronic check,61.63,3974.06,No
Female,0,No,Yes,54,Yes,Yes,DSL,Month-to-month,No,Mailed check,22.77,1294.66,No
Female,0,No,Yes,39,Yes,No,No,Two year,Yes,Credit card (automatic),69.36,2705.04,No
Female,0,No,No,24,Yes,No,DSL,Month-to-month,No,Electronic check,24.72,593.28,No
Male,0,Yes,Yes,24,Yes,Yes,DSL,One year,No,Credit card (automatic),108.14,2616.01,No
Male,0,Yes,No,2,Yes,Yes,DSL,One year,Yes,Credit card (automatic),94.81,189.62,No
Female,0,No,No,68,No,Yes,DSL,Month-to-month,No,Bank transfer (automatic),56.62,3877.45,No
Male,0,Yes,No,25,Yes,Yes,DSL,One year,No,Mailed check,83.3,2082.5,No
Male,0,Yes,No,39,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,29.43,1147.77,No
Male,0,No,No,37,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),89.66,3367.28,Yes
Female,0,Yes,No,37,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,101.92,3771.04,Yes
Female,0,No,No,67,Yes,Yes,DSL,Month-to-month,Yes,Credit card (automatic),101.82,6824.7,No
Male,1,Yes,No,6,Yes,No,No,Month-to-month,No,Electronic check,47.0,304.39,Yes
Female,0,No,Yes,29,Yes,No,No,Two year,No,Electronic check,44.9,1302.1,No
Male,0,No,No,18,Yes,No,DSL,Month-to-month,No,Bank transfer (automatic),71.18,1283.11,No
Male,0,Yes,No,34,Yes,No phone service,Fiber optic,Month-to-month,Yes,Mailed check,116.71,3972.41,No
Male,1,Yes,No,32,Yes,No,DSL,Month-to-month,No,Electronic check,111.89,3625.35,Yes
Male,0,No,No,32,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.68,1749.76,No
Female,0,No,No,37,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),97.54,3608.98,No
Female,0,No,Yes,9,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),111.97,1007.73,Yes
Female,0,Yes,No,56,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),44.61,2498.16,No
Male,0,Yes,No,27,Yes,No phone service,Fiber optic,Month-to-month,Yes,Electronic check,102.69,2772.63,Yes
Male,0,Yes,No,37,Yes,No phone service,DSL,Two year,No,Mailed check,45.33,1686.68,No
Male,0,Yes,No,15,Yes,Yes,Fiber optic,One year,No,Electronic check,53.01,802.23,No
Female,1,No,Yes,20,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),38.28,770.09,No
Male,0,No,No,5,Yes,No,DSL,Month-to-month,No,Credit card (automatic),69.72,348.6,Yes
Female,0,No,Yes,40,Yes,No,Fiber optic,Two year,Yes,Electronic check,104.02,4167.29,Yes
Female,0,No,No,14,Yes,Yes,Fiber optic,Month-to-month,No,Electronic check,71.86,1070.46,Yes
Female,0,Yes,No,2,Yes,No,No,Two year,No,Credit card (automatic),30.59,75.91,No
Female,0,No,Yes,42,Yes,No phone service,DSL,Month-to-month,Yes,Mailed check,43.68,1888.18,No
Female,0,No,No,46,Yes,No,No,Month-to-month,No,Mailed check,75.41,3474.31,Yes
Female,0,Yes,Yes,13,Yes,Yes,No,One year,Yes,Mailed check,77.49,1007.37,No
Male,1,Yes,Yes,65,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.84,5037.62,No
Male,1,No,No,28,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,25.85,723.8,No
Female,0,Yes,No,3,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),94.88,284.64,Yes
Female,0,No,No,25,No,No phone service,Fiber optic,Month-to-month,No,Electronic check,110.76,2769.0,Yes
Male,1,Yes,No,11,No,No,DSL,Two year,Yes,Credit card (automatic),70.07,803.41,No
Female,0,Yes,No,1,No,No,Fiber optic,One year,Yes,Credit card (automatic),91.32,155.05,No
Female,1,No,No,16,Yes,No,Fiber optic,Month-to-month,No,Electronic check,111.23,1822.0,Yes
Male,0,Yes,Yes,34,Yes,Yes,No,Month-to-month,No,Credit card (automatic),83.55,2878.01,No
Female,0,No,Yes,9,Yes,No phone service,Fiber optic,Month-to-month,Yes,Electronic check,86.78,824.25,Yes
Female,0,Yes,No,42,Yes,No,DSL,Month-to-month,Yes,Electronic check,91.58,3896.56,No
Female,0,Yes,No,20,Yes,No phone service,Fiber optic,Month-to-month,No,Mailed check,44.57,891.4,No
Male,0,Yes,No,14,Yes,No,No,One year,Yes,Credit card (automatic),77.43,1194.26,No
Male,0,Yes,No,34,No,No,DSL,Month-to-month,Yes,Credit card (automatic),103.9,3588.09,Yes
Male,0,Yes,No,59,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,48.21,2844.39,Yes
Female,0,No,Yes,43,Yes,No,Fiber optic,One year,No,Mailed check,109.51,4727.5,Yes
Female,0,Yes,Yes,4,Yes,No,DSL,Month-to-month,No,Mailed check,81.28,325.12,Yes
Male,1,No,No,72,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),61.16,4403.52,No
Female,0,Yes,No,17,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),81.56,1386.52,Yes
Female,0,No,No,20,Yes,Yes,No,Month-to-month,Yes,Electronic check,58.99,1179.8,Yes
Female,0,Yes,Yes,71,Yes,No phone service,DSL,Two year,Yes,Electronic check,103.48,7387.8,No
Female,0,No,No,50,Yes,No phone service,Fiber optic,One year,Yes,Electronic check,67.2,3365.21,No
Female,1,No,Yes,40,No,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),109.92,4396.8,No
Male,0,Yes,Yes,23,Yes,No phone service,No,Month-to-month,Yes,Bank transfer (automatic),70.0,1610.0,No
Female,0,Yes,No,23,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),85.36,1963.28,Yes
Male,0,Yes,Yes,37,Yes,No,Fiber optic,One year,No,Credit card (automatic),119.77,4475.48,No
Female,0,No,No,43,Yes,Yes,No,Month-to-month,No,Credit card (automatic),32.99,1418.57,No
Male,0,No,Yes,56,Yes,No phone service,DSL,Month-to-month,Yes,Credit card (automatic),93.15,5254.13,No
Female,1,Yes,No,58,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),32.16,2022.28,No
Male,0,Yes,No,33,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),103.56,3417.48,No
Female,0,No,No,22,No,No,DSL,One year,No,Mailed check,78.84,1750.83,No
Male,0,No,No,42,Yes,Yes,Fiber optic,Two year,Yes,Electronic check,113.69,4847.14,Yes
Female,0,Yes,Yes,39,Yes,No,DSL,Two year,Yes,Credit card (automatic),106.33,4146.87,No
Male,0,No,No,46,Yes,Yes,No,Month-to-month,No,Credit card (automatic),25.64,1179.44,No
Female,0,Yes,No,40,Yes,No,Fiber optic,One year,No,Credit card (automatic),32.0,1306.52,No
Male,0,Yes,Yes,46,Yes,No phone service,Fiber optic,One year,Yes,Electronic check,79.32,3775.86,Yes
Male,0,Yes,No,19,Yes,No,DSL,Two year,Yes,Bank transfer (automatic),70.87,1378.35,No
Female,0,No,Yes,64,Yes,No,DSL,Month-to-month,No,Electronic check,35.19,2252.16,Yes
Female,0,No,No,67,No,Yes,No,One year,No,Bank transfer (automatic),31.19,2089.73,No
Male,0,No,No,23,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,75.53,1737.19,Yes
Female,0,No,Yes,35,Yes,No,No,One year,No,Credit card (automatic),22.99,804.65,No
Male,1,Yes,No,44,Yes,Yes,DSL,Month-to-month,No,Bank transfer (automatic),107.12,4713.28,No
Male,0,No,No,1,Yes,No phone service,DSL,Two year,No,Electronic check,100.32,100.69,Yes
Male,0,Yes,No,27,Yes,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),98.11,2651.27,Yes
Female,0,Yes,No,25,Yes,No phone service,Fiber optic,Month-to-month,No,Bank transfer (automatic),19.63,490.75,No
Male,0,Yes,No,22,Yes,Yes,DSL,Month-to-month,No,Mailed check,22.86,520.19,No
Male,0,No,No,35,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),74.08,2592.8,No
Female,0,Yes,No,5,Yes,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),119.43,597.15,Yes
Female,0,Yes,Yes,34,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,52.92,1799.28,No
Female,0,No,No,37,Yes,No,DSL,Month-to-month,Yes,Electronic check,53.13,2023.54,No
Female,0,Yes,No,34,Yes,Yes,Fiber optic,Two year,Yes,Mailed check,31.7,1077.8,No
Male,0,No,No,52,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),86.78,4579.84,No
Male,0,No,No,37,No,No,Fiber optic,One year,Yes,Bank transfer (automatic),83.96,3113.34,Yes
Male,0,No,No,58,Yes,Yes,Fiber optic,Two year,No,Electronic check,28.33,1664.13,No
Male,1,Yes,No,42,Yes,No phone service,DSL,Two year,No,Credit card (automatic),65.68,2762.72,No
Female,0,No,No,3,No,No,No,Two year,Yes,Bank transfer (automatic),86.04,258.12,Yes
Male,0,No,No,4,No,No,No,Month-to-month,Yes,Mailed check,68.34,293.66,No
Male,0,No,No,67,Yes,No,Fiber optic,Two year,No,Electronic check,86.79,5814.93,No
Female,1,No,No,44,Yes,No,DSL,Month-to-month,No,Bank transfer (automatic),101.26,4471.32,No
Male,0,Yes,No,24,Yes,Yes,Fiber optic,Two year,Yes,Credit card (automatic),87.95,2141.0,No
Male,0,No,No,10,Yes,Yes,Fiber optic,One year,Yes,Credit card (automatic),80.84,903.76,No
Male,0,Yes,Yes,28,Yes,No,No,Two year,Yes,Mailed check,105.07,2965.5,Yes
Male,0,No,No,33,Yes,No,No,Month-to-month,Yes,Mailed check,109.86,3673.21,No
Male,0,Yes,No,13,Yes,Yes,No,One year,Yes,Electronic check,57.67,782.74,No
Male,0,No,Yes,23,Yes,No,DSL,Two year,Yes,Electronic check,35.67,820.41,No
Female,0,Yes,Yes,58,Yes,No,No,Two year,Yes,Credit card (automatic),101.42,5916.32,No
Female,0,No,No,38,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),39.8,1512.4,No
Male,1,Yes,No,25,Yes,Yes,No,Two year,No,Bank transfer (automatic),112.75,2818.75,No
Male,0,Yes,No,42,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),20.33,853.86,No
Female,0,Yes,Yes,35,Yes,Yes,DSL,One year,Yes,Bank transfer (automatic),111.97,3951.59,No
Male,0,No,Yes,38,Yes,Yes,Fiber optic,One year,No,Mailed check,78.1,2967.8,Yes
Male,0,Yes,No,60,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,97.02,5852.62,Yes
Male,1,Yes,No,15,Yes,No phone service,Fiber optic,Month-to-month,No,Bank transfer (automatic),58.65,879.98,Yes
Female,0,Yes,Yes,58,Yes,No,No,Two year,No,Credit card (automatic),119.16,6911.28,No
Male,0,Yes,No,5,Yes,Yes,DSL,Month-to-month,No,Electronic check,41.21,206.05,No
Female,0,No,No,55,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,44.96,2537.84,No
Male,0,Yes,Yes,7,Yes,No,DSL,Two year,No,Mailed check,23.25,162.75,No
Female,0,Yes,Yes,26,Yes,No,Fiber optic,Two year,Yes,Bank transfer (automatic),113.93,3041.51,No
Female,0,Yes,Yes,70,Yes,No,No,One year,Yes,Electronic check,64.51,4515.7,No
Male,0,No,No,26,Yes,No phone service,DSL,Month-to-month,Yes,Mailed check,86.83,2332.96,Yes
Female,0,Yes,No,45,Yes,No,DSL,Month-to-month,Yes,Electronic check,88.12,3969.6,No
Male,0,Yes,No,40,Yes,Yes,No,One year,No,Mailed check,107.2,4331.04,No
Female,1,Yes,No,24,No,No,No,One year,Yes,Electronic check,85.82,2059.68,Yes
Male,0,Yes,No,17,Yes,No phone service,DSL,One year,Yes,Electronic check,75.33,1280.61,Yes
Male,0,No,No,11,Yes,No,Fiber optic,Two year,Yes,Mailed check,90.45,1007.85,No
Female,0,Yes,No,50,No,No,Fiber optic,Month-to-month,Yes,Electronic check,94.6,4730.0,No
Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),36.96,1470.93,No
Male,0,No,No,9,Yes,Yes,Fiber optic,Two year,Yes,Mailed check,29.19,280.91,Yes
Female,0,No,No,53,Yes,No,No,Month-to-month,Yes,Mailed check,25.63,1358.39,Yes
Male,0,No,No,28,Yes,No phone service,DSL,One year,Yes,Credit card (automatic),56.15,1572.2,No
Male,0,Yes,No,40,Yes,No,DSL,Two year,No,Electronic check,68.8,2752.0,No
Female,0,No,Yes,8,Yes,No,Fiber optic,Two year,Yes,Credit card (automatic),80.8,646.4,Yes
Female,1,Yes,No,62,Yes,Yes,Fiber optic,One year,No,Mailed check,115.72,7199.4,No
Male,0,No,No,36,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),51.74,1862.64,No
Male,0,Yes,No,13,Yes,No,Fiber optic,Two year,No,Electronic check,95.61,1301.35,No
Female,0,No,No,72,Yes,Yes,DSL,One year,Yes,Credit card (automatic),72.2,5230.01,No
